P_Id,Question,A1,A2,A3,A4,A5,A6,A7,A8,A1ID,A2ID,A3ID,A4ID,A5ID,A6ID,A7ID,A8ID,C1,C2,C3,C4,C5,C6,C7,C8,Category
12,When should I notify a shift supervisor to a customer impacting incident?,15 minutes,Immediately,30 minutes,When I resolve the issue,,,,,JkFm2AnSm0,n9plh6ih8f,KSd4Z9X0kD,0G08eJlnKS,CZqtKLH0Ti,NdOpI1hMw3,MnHSaQ0rgI,U6GoNVCUso,False,True,False,False,False,False,False,False,Policy
13,"""You find the following label on an outlet PDUA3-3D CKT 25,26.  Based off that label we can determine the device or devices connected to it are on UPS:""",UPS D,UPS 3,Cannot determine based off the label,UPS A,,,,,6dIk5GNnRI,4XuEYWpbgx,X3oFgLA7zv,dXZCASvuiL,f3xEA4S4E8,Feik5cZdes,gRXwFg82df,A54Es6ETen,False,False,False,True,False,False,False,False,Policy
14,MTTR is:,Mean Time to Restoration,Mean Time to Repair,Must take the responsibility,Measurable Time to Reboot,,,,,Q77BspFEfz,To2t4fzLK0,nfq6ZyO5Vf,OyrDCFdcJ4,6iPWo5dYjV,9iGrtLQbL4,LLTaVu7y2y,cxbQeezEQ6,False,True,False,False,False,False,False,False,Facilities
15,What is the default IP address used to check the Cirrascale BMC?,192.168.0.110,192.168.1.110,192.168.0.100,192.168.1.100,192.168.0.120,192.168.1.120,,,DGRLbYSV4F,HE3kLyib32,qzx78Yv2Oc,8zhtjZvbCB,UjpVqWr6V8,5ZwoudiVOn,D1g2HixIaV,chJAggkMPk,False,False,False,False,True,False,False,False,Hardware
16,"""On a Cirrascale system with a bad PSU, an amber light will show on:""",all sleds,the first sled only,the enclosure,the last sled only,,,,,tntsC0KIjL,iw1mr5S9DH,XjycMf9ILP,nhiiD3uGLA,4ZiDFFFXSS,gHluqjZrPw,ab8ExaoRTy,KmwdN8b6Gg,True,False,False,False,False,False,False,False,Hardware
17,2TB HGST SSD Drives can be sent off site to be RMA'd,TRUE,FALSE,,,,,,,6KRxjmKnmR,NmDboAhSQh,5iTZO22ujd,gWeCAysIEw,0uUwGB5sLT,lnYCiW22Ss,uqejK1haKZ,iIntiJxwtn,True,False,False,False,False,False,False,False,Policy
18,What is the maximum current that should be on a 30A PDU breaker if one of the rack RDU's has failed?,30 A,14 A,20 A,22 A,24 A,26 A,28 A,None of the Above,I4R8iPOFxX,wamPKMTZbB,y27y9Gi1DQ,quukgDBRL3,heXO0XS2MO,vMzR4R7t0L,HYcRHbPcIg,kcoitterzl,False,False,False,False,True,False,False,False,Facilities
19,Name the tool in PXE image for inventory,SMDB,Stateless,Cobbler,Spacewalk,,,,,mb9ui18uvu,7hGZMkCnet,FZl7HJqXgN,BCoK5ZyU84,B03BTwhFCR,MOTLVxZbWI,JknS4E465W,WSpl2F7Unk,False,True,False,False,False,False,False,False,Policy
20,Which of the following are current standard SKU's? (Select all that Apply),SKU-C,SKU-X,SKU-I,SKU-H,,,,,67Q9EQMRZD,EUaAB0H498,PqIdLe6uKH,BMFR1tNhn2,xpr1T79PqJ,EMHemPyMwz,Urhrb2ptKh,vzQhJA9RuP,True,False,False,True,False,False,False,False,Policy
21,What is the expected speed rating for twin-ax in the GoDaddy environment?,1G,10G,100G,10/100Mbps,,,,,6Nf42iHHmH,wz3Sxjnr0i,G2sF9xEonH,mvTNZSBTDZ,2M5oLcVAiK,D3PwVevK6D,NsuOvaPp4O,SDXjr48d47,False,True,False,False,False,False,False,False,Hardware
22,What is the Primary PDU color on Raritan iPDU's?,Orange,Black,Green,Red,,,,,zBQCMzjYnH,dqnj1tWJIm,kWVzjfrpUn,yq8Nu5AMag,FFw2GHZngW,w0nGaMQrsG,i4e0iXsJY6,3jJCQOA43M,False,False,True,False,False,False,False,False,Policy
23,Power Usage Effectiveness (PUE) is a measure of what?,How efficient servers are at using electricity,How efficiently a data center uses electricity for compute vs cooling and other overhead,A measure of how efficient a power supply is,A process measuring how efficient applications are,,,,,9HN7D7WYDL,wsVJKNQZZv,S4H10ru3C1,Ag0iGESKXH,TBnG0ldcqh,VDKQyeaX8m,M5vNlptNdg,6gcsLrQb2X,False,True,False,False,False,False,False,False,Facilities
24,"""In next-gen network, the layer-2 network boundaries are:""",Switch-Level,Rack-Level,Spine-Level,Datacenter-Level,,,,,RtcsvM5TjI,VOrDmuxhwH,SUGvoZVTIY,5cvpS8Ytdz,nN1FrQl3M3,yBS3P7WRdF,1kkuOStbUp,Fdd8uf5aeI,False,True,False,False,False,False,False,False,Policy
25,You perform a chassis swap on a Linux server and after booting up find that the server is not responding to Ping. What is the most likely solution?,The ping service on the server is not started.,You need to perform a rebuild of the server.,Perform a yum update -y to update the server to the new hardware.,The /etc/udev/rules.d/70-persistent-net.rules file needs to be removed and restarted.,,,,,55O3WQdsaK,tSDs4wX5TO,aRzxnx1JKU,jyEsWAKpeZ,agkdclYHDk,D3L0emErPy,ZDRqA5nkFC,WH14N4Hwub,False,False,False,True,False,False,False,False,Troubleshooting
26,How do you restart OMSA on Linux?,Sradmin-service.sh restart,Srvadmin-services.sh restart,Serveradmin-services restart now,Srvadmin-service.sh restart now,,,,,jbqYcwK4sf,Is5bPTQKus,FOzyRn7pF3,IOZSFo4yIe,FoHwwwxv9S,6cRv7FM3hZ,AuyAG4ClFB,ZrcpWqgdbu,False,True,False,False,False,False,False,False,Troubleshooting
27,How do you restart OMSA on Windows?,Net stop dcstor32 then net start dcstor32,Net stop dcstor64 then net start dcstor64,Net stop dcstor then net start dcstor,Net stop dcstore then net start dcstore,,,,,3VP6tWpjPE,Cy3cyNoWJx,joD6ofyXfM,1Itnn5IV0M,GaKM48NXM6,x6THjNsUQo,yCdcN5ePZE,fDX72jO1cq,True,False,False,False,False,False,False,False,Troubleshooting
28,Select the correct definition for RAID5,Block-level striping with double distributed parity ,Byte-level striping with dedicated parity ,Block-level striping with dedicated parity ,Mirrored pairs with striping ,Mirroring without parity or striping ,Block-level striping with distributed parity ,Block-level striping without parity or mirroring ,,YfMB7Qrhtv,dIWd1uSJxg,EYv1k1DrTx,JcMLU6RFmV,h3VSG6kyVq,W1zFFaTVrg,nax6Vb7ks6,NnxL9MdNuo,False,False,False,False,False,True,False,False,Hardware
29,Select the correct definition for RAID6: ,Block-level striping with double distributed parity ,Byte-level striping with dedicated parity ,Block-level striping with dedicated parity ,Mirrored pairs with striping ,Mirroring without parity or striping ,Block-level striping with distributed parity ,Block-level striping without parity or mirroring ,,DKVLZTQez0,WzRJfAPQXy,gnKQg3aqrB,zzZ8R5p8hZ,qHtSnfnArD,Yvq9Dp0fF8,SzW8KwJU2l,lRI9hJ43Cb,True,False,False,False,False,False,False,False,Hardware
30,Select the correct definition for RAID10: ,Block-level striping with double distributed parity ,Byte-level striping with dedicated parity ,Block-level striping with dedicated parity ,Mirrored pairs with striping ,Mirroring without parity or striping ,Block-level striping with distributed parity ,Block-level striping without parity or mirroring ,,iVbRUu3BSS,jj8cda2XRE,HTLayjc4TR,ICYXiOH7RN,9UXUwH1sPQ,oeDpvzkbsL,s9RbjQvj4y,D6geGW62N2,False,False,False,True,False,False,False,False,Hardware
31,What does the acronym PKI stand for?,Public Key Infrastructure,Personal Key Internet,Private Key Infrastructure,,,,,,zwQ5t9gpSS,B0xO0mHEbc,FvZPpoM99S,VvXhrhoDek,4EZXjM1wDf,as6l3eGaPe,wiqa8glpx2,9dA1ibFcGM,True,False,False,False,False,False,False,False,Policy
32,What does the acronym SBE stand for?,Secure Back End,Server Bastion Environment,Server Bastion Entrance,Server Back End,,,,,u6NMmP7mCR,fn7qt6kiDI,nwqzGyxlkU,b2sjr9PqYB,wW5HpwkvCl,mk1KP9PogX,sVcRPn5W9v,q5uclACSkk,True,False,False,False,False,False,False,False,Policy
33,Which of the following network environments are present in locked cages?,"""PCI, SBE, PKI""","""PKI, CWB, SBE""","""GFN, CWB, SBE""","""ENT, PKI, GFN""",,,,,6sQrfYhe4k,QGWGQt84pK,Huse2l0eah,GWSmBBPBRI,VJXi9g5qIC,4oN3bLaMz4,ZcdWO4XJfp,NFmQZ8HjfU,False,True,False,False,False,False,False,False,Policy
34,Which of the following are the two correct ways to configure a DSR?,"""DSView, KMM""","""SSH, DSView""","""Serial Port, KMM""","""SSH, KMM""",,,,,WKwV7rOlhc,WzuFtrRZyp,Nzts1iVFJD,gAmv48vLpt,zSAmZoq2Vw,aaKfHxrd5Y,GjMO6wm0Lw,6gJfZ59hCM,False,False,True,False,False,False,False,False,Hardware
35,What is a red CAT6 cable used for in the Go Daddy data centers? ,Heartbeat Cable between SQL servers ,Console Cable for switches from terminal servers ,Alternate colored patch cable to denote special use ,,,,,,zrDZCrZLdC,lo9EnCFk9s,cEGhBm6adY,qE3JGhGxcC,CV7BJ0vsEh,lU4G65Vvyp,wZHolRvz9f,6hiGZrIfHB,True,False,False,False,False,False,False,False,Policy
36,If the Apply VLAN script does not properly switch over the linux network config settings what changes must be made manually to live IP the server? ,Delete ifcfg-bond0 and restart network services ,Replace ifcfg-bond0 with ifcfg-bond0:1 and restart network services ,Reboot the server to kick off the script ,,,,,,1CUihYXf21,VVmDXAr0hZ,uWZ0osQIbP,72YjJDfra8,sfDGDILltn,dYAm6eNU5Z,hpdm547c4u,v00jHotsFP,False,True,False,False,False,False,False,False,Troubleshooting
37,What is the name of the bootable PXE environment that can be used to test rDNS and switch configurations?,statelessdev ,stateless3 ,statelesstools ,,,,,,LtyinJWrju,A3vE4CLtNV,nTpHrW5IFm,Vja2rpkwxB,ejFVsnxcv1,BmXu93d21A,PnV7Jq2DnN,ro6lQenEpe,False,True,False,False,False,False,False,False,Policy
38,The single most common cause of outages and down time in a datacenter is:,Battery Failure,Generator Starting Failure,Computer Hardware Failure,Human Error,,,,,7LF5sobkNy,uj3ka7nr85,SMKrxTIWLs,QtfADhKhwf,KH3S80Hq8x,4D7xntbnHI,QoJvRbdBR3,wf52ulT2tx,False,False,False,True,False,False,False,False,Facilities
39,What is the main purpose of electrical grounding?,Noise Reduction,Life Safety,Lightning Protection,Static Dissipation,,,,,DHYP1Hr5DO,LyOv8bgiAe,tjR9R9h1p7,XlPOhNWLjK,PRoQzxwl31,PxWB7u1192,AAPH1AS0nu,oF9ZzL5bIt,False,True,False,False,False,False,False,False,Facilities
40,"""What industry standard dimensions are the raised floor tiles used at P3, S2 and M1?""",12 x 12,18 x 18,24 x 24,36 x 36,,,,,ep2q1UlgbM,CNM1jIKt5a,To6VNB0ZRr,9pB6hG1rPA,BovsNEfx5n,J6teF1ugMz,VvzTNnlRSM,RsNDIE3Mhj,False,False,True,False,False,False,False,False,Facilities
41,What is the maximum transmission distance of a Category 6 twisted pair network cable?,75m ,100m ,125m ,150m ,,,,,hNmxStLWe5,yTE7D3wD4Q,85lYOvzDYL,0dyZzxmJHW,40S3150Djn,rPXLomBySx,4i8C5vuOHf,QX6gW8lt9U,False,True,False,False,False,False,False,False,Hardware
42,What is the name of the module used to control and configure a Dell M1000 blade chassis remotely?,CMC ,BMC ,DRAC ,ILO ,,,,,aP3BUT4p2h,6s1BvcZDfA,vsTqKoE2uA,3LYR3qjtVe,mt4ICxRsYY,ByAxpR6M1G,oc6BpuEjIe,3GSboczlXm,True,False,False,False,False,False,False,False,Hardware
43,"""If an automated step fails to execute in the SMDB build checklist, where can you check to get a failure code?""",SMDB Notes,Automation Results Tab,Proteus ,1CP Dashboard,,,,,ugq98VQ1l5,1OHhspxOb8,Za87D5wEzK,GXUuwRMYDN,Wo2TI8uBho,PAT2WtitEd,zmBKyc5mUK,MJkylKjoyG,False,True,False,False,False,False,False,False,Policy
44,Which of the following is the correct naming scheme for a C-Series chassis in SMDB?,P3PC6100-01-22-18 ,P3PLC6220Chassis01-01-01 ,P3PC6220SG02-02-39 ,P3C6kC-SG03.01 ,,,,,hkJnOXF8Id,olyjo4h1h2,f9XKJ7OfGG,nhPqDvjDjt,V0kuMJ2QVF,61d0mjx9OR,izAb1hGhQ4,UNRYggYC80,False,False,True,False,False,False,False,False,Policy
45,Match the following subnet mask with its corresponding CIDR notation: 255.255.192.0,/30,/18,/16,/20,,,,,fWnuANDklg,xfFMWoy8nB,WAI8UPIfPf,mkFY8eXdnE,OMCuJv2uP3,hvd7UPopJU,fyFg5mKRPR,BvUSXk9nyz,False,True,False,False,False,False,False,False,Troubleshooting
46,Match the following subnet mask with its corresponding CIDR notation: 255.255.255.224,/25,/26,/27,/28,,,,,dtQReYvCAY,lpDtxXkmhb,Hif15NHNfG,FaHyOHc5yt,OrRrTYMhjY,F7Vc35n1XA,qRw4tlReO1,UqXXxpBYgg,False,False,True,False,False,False,False,False,Troubleshooting
47,What is the name of the interface in C-Series servers that services IPMI commands and iKVM?,iDRAC ,BMC ,DMZ ,Avocent ,,,,,J7BowURb4L,h8JCTFYSSd,sLJyypB3mf,xcAo1SnEx9,vewSJxnNRI,1F9xY9xd1h,tYZYoeHuMa,suuURnp1Za,False,True,False,False,False,False,False,False,Hardware
48,What is the name of the controller that services IPMI commands and iKVM in R-Series chassis?,iDRAC ,BMC ,DMZ ,Avocent ,,,,,0O8JT0hTGW,dwVWI4Eri5,mZy6PexbMf,C2KRwdtYGv,ohev6NRs4b,d5pZCjqb4P,LggBtmVdAF,KQUXQfVd0b,True,False,False,False,False,False,False,False,Hardware
49,What is the Windows executable used to open the Remote Desktop client?,explorer.exe ,termserv.exe ,mmc.exe ,mstsc.exe ,,,,,hAOXjPTU0W,Bw3DboglzR,nCs3HsJZej,ikcivSIJcb,KtSb6qNQ0D,14bsLPiVp2,g4PZNruUis,PGiyg5Uq8r,False,False,False,True,False,False,False,False,Troubleshooting
50,Which linux config file controls the IP and network settings of a bond? ,/etc/network/ifcfg-bond0 ,/etc/sysconfig/network-scripts/ifcfg-bond0 ,/etc/var/syslog/ifcfg-bond0 ,,,,,,8H8YXTarP6,EufenfBPHV,cCGiwp1bgm,1S4MxLNGWm,A0WHectSgJ,SN8p8EbYCI,30lDeVBDQM,C63uudP9et,False,True,False,False,False,False,False,False,Troubleshooting
51,Which linux config file controls the hostname and gateway settings of a server?,/etc/sysconfig/network ,/etc/sysconfig/network-scripts/ifcfg-bond0 ,/etc/var/syslog/ifcfg-bond0 ,/etc/network/hostname ,,,,,rfbQe94BwD,SbC1Hr6Ag1,CZgbYoajIa,prBIBK6MLH,ZHvX5cDlRJ,9J6YUB9a21,9U3vnAK4z8,wsYIa6DthW,True,False,False,False,False,False,False,False,Troubleshooting
52,Which linux config file controls the DNS settings of a server? ,/etc/sysconfig/network ,/etc/sysconfig/network-scripts/ifcfg-bond0 ,/etc/resolv.conf ,/etc/sysconfig/ns-resolv.conf ,,,,,V3mcJWVIza,USJl8R9nUS,aG4rwj2aUb,TubH0sIXjL,ieKiZESLJe,sHrgap05Qz,5UYxrAQcmP,ildiJ76UC3,False,False,True,False,False,False,False,False,Troubleshooting
53,What is the Open Manage syntax at the command line to check all RAIDs on controller 0? ,Omreport adisk controller=0 ,Omreport storage pdisk controller=0 ,Omconfig storage vdisk controller=0 action=displayarray ,Omreport storage vdisk controller=0 ,,,,,0oB440ex6H,waBrJDtEA6,VHFJSwKpQE,qB8O2MbOo8,PPBQZlzwww,JPIfhCT3lH,yYQAq6cXz8,CPpCqfgYTG,False,False,False,True,False,False,False,False,Troubleshooting
54,After inventorying a server with stateless the NIC information does not populate in the SMDB entry. What could be the issue?,Service tag is assigned to another server in SMDB ,Service tag is set to the wrong status in Server Inventory Editor ,Hostname is in On Hold status ,,,,,,2TvAvPWFcS,Ok7LY8Bjx1,iBO7mhm737,6FC4TQuQQl,zQr1HAyfVN,ScMtNzeznn,DZNfXjSd2h,MVClBCkYyW,False,True,False,False,False,False,False,False,Policy
55,What status must a server be in to be used by the 1CP provisioning system? ,Awaiting 1CP Build,1CP Server Ready,Available ,1CP Available,,,,,3Z3wKBXojI,udI6PIW8wY,il2r1cOfeG,D6kqgNp138,l4Hx9lTggU,i30MQR8KGH,XSjNey3rZc,s6ezMpNEtP,False,False,False,True,False,False,False,False,Policy
56,What is the maximum recommended load on an electrical circuit: ,60%,70%,75%,80%,,,,,8rRbb6agAJ,JWnObBqMq1,zxugnHeN4p,euOYbFYw46,UdycluTsMi,09FhjK7LXE,1xmkFoizMF,M4Tugv9s53,False,False,False,True,False,False,False,False,Facilities
57,Name of the technology that allows remote management of C6220 BMC,LoM,IPMI,DRAC,OMSA,,,,,PVrz5mg71y,X6BubdIY3K,gzsusU2Ntw,eVJ1ePFZyV,4eKJ1wlXpw,or0IbqC8gk,vDMEucwLqw,ISzhRbZTD7,False,True,False,False,False,False,False,False,Hardware
58,Humidity control is important in server rooms to:,Clean the air,Maximize energy efficiency,Reduce static,Lower the temperature,,,,,3IDEU9Ymcv,vBqXSEX6pQ,SoYb1thZ3D,BjhYHTRH8j,doL52wTGuQ,ZlT8vOUBOA,19tI4muBq9,Wq8fMDM4jE,False,False,True,False,False,False,False,False,Facilities
59,What warranty coverage is required to RMA Dell hard disks?,NBD (Next business day),Enterprise plus,Software Assurance,Keep your Hard Drive,,,,,Lvx98GBM47,v0Ei5Ch4GZ,TORSGZwJaJ,tflLARUMCE,tPZx4Vf5bI,0Zbg78OOCi,k3MuMpY3Sm,SFBbFeZtYU,False,False,False,True,False,False,False,False,Policy
60,What is the default local admin login name used for Windows VM builds?,Administrator,cactus,"""There is no local admin, you login with your Jomax/DC1 account.""",Root,,,,,7xwE9w05s8,nw4CSJLs6n,cUEJhZqRXv,RGjvc8cDPa,Q7Dda495Z3,knugvl4Wxj,gsh8pQnIAV,HhN6HfrAJn,False,True,False,False,False,False,False,False,VM
61,"""When you retire a VM, what is the most important step?""",The VM must be powered off.,The VM cannot be using Windows Server 2012 as an OS.,The VM cannot be using CentOS 6.0 as an OS.,There are no special considerations for retiring a VM.,,,,,y84CaPh2Vm,lytd7nZh8s,HSfBrojy1F,ASh3U51JpJ,QG0fKqVOlJ,EZJErQ3BkW,FTapWDqAtc,xp3yMbT02b,True,False,False,False,False,False,False,False,VM
62,"""When building a Linux VM, the live IP is applied automatically when you flip to the live VLAN.""",TRUE,FALSE,,,,,,,tAIyPn4bwY,y91ShkD1Yw,DI37rcr8ne,ge035GCXs0,TPbgoLQYfu,PinGNVHMgN,66XsSu99YK,SQHYMYGWSP,True,False,False,False,False,False,False,False,VM
63,"""A VM will not start to build if the number of processors, RAM size and HDD size is not specified in its SMDB record.""",TRUE,FALSE,,,,,,,FYE3jYaQ2S,AX4ZFfzEDZ,ekUCB0F7XP,C7vcb3LOgd,mmzknfJpJQ,tj8O9vebBk,se4mqDB2YN,EVyAM3UJpv,False,True,False,False,False,False,False,False,VM
64,How many points of ID should we be verifying before working on a device?,5,2,3,1,,,,,xf5zS00p3z,kUuTpJ2Lre,xoBKxIraR0,N1o2sLBd5r,BiSItQMFSo,tGZ1WjOtbj,R9I3WuGDBO,iYQaMoG3rQ,False,False,True,False,False,False,False,False,Policy
65,What is the speed and transmission mode of Orange Fiber at GoDaddy?,1GB MM,10GB MM,1GB SM,10GB SM,,,,,05fwftsFua,8vZlVuJyH6,yeF8Rt3wQ7,jZ2gNroFxp,hXkQbpPN6Y,h4NMN5yhOV,B7Zx1iETHE,fearYL5Y7B,True,False,False,False,False,False,False,False,Policy
66,What is the speed and transmission mode of Yellow Fiber at GoDaddy?,1GB MM,10GB MM,1GB SM,10GB SM,,,,,Kl8Zoj4uJy,ZEQYw0dqAv,Y8eM4U0MkV,sxvF5RvAyd,DocPUEgXdL,uT7WcNgu6E,jqjYgCil5O,OM3w3J5z3z,False,False,False,True,False,False,False,False,Policy
67,What is the speed and transmission mode of Aqua Fiber at GoDaddy?,1GB MM,10GB MM,1GB SM,10GB SM,,,,,93Gc0me3A1,BFUf9d6NjZ,p0lz7sX6ED,z8AVrkZKtu,0jWereD170,LliPs9RhgQ,yix8ADe9XX,nvuZ1gngi2,False,True,False,False,False,False,False,False,Policy
68,An Ethernet straight-through cable is also commonly referred to as:,Rollover Cable,Crossover Cable,Patch Cable,Yost Cable,,,,,OZAlkHbLSS,XEQq9S90sW,oB4JyLkuKz,14zoVkYMcG,efiGGHrgfZ,tvpvMn72WI,wQbt24eCEY,4v7VSiswd2,False,False,True,False,False,False,False,False,Hardware
69,Which of the cable types listed below is often used to connect a computer terminal to a router's console port?,Crossover Cable,Straight-Through Cable,Patch Cable,Rollover Cable,,,,,BviRNbHQtj,UpwH7n6cn7,arfbFaAUF8,9ckQpW8tcK,U5vvvEA56U,WDO9pkphlN,KWlvkReQsk,qMaMlf6TPa,False,False,False,True,False,False,False,False,Hardware
70,"""The advantages of multimode fiber-optic cabling over single-mode cabling include data transfer rates over longer distances, higher speed and lower cost.""",TRUE,FALSE,,,,,,,8488Ftr51m,B6l2eIA9eZ,AlWZ49SZZn,2j3ez13cdU,u59ksXiBOT,pITTbVhieG,LCfMvrchBn,Px5uFGmLGf,False,True,False,False,False,False,False,False,Hardware
71,A network link consisting of two dissimilar media types requires an intermediary device known as:,Content Filter,Patch Panel,Media Converter,Coupler,,,,,W9oxYi6c73,cNMlHRg4cd,yY9dm8ojhp,IbTu9nonYo,jzLP2vQ1GU,6JZ4W90kk2,5V6Qub4rnu,D3fX49ntl1,False,False,True,False,False,False,False,False,Hardware
72,The NOC notifies you that all the servers in a single rack are throwing lost power redundancy alerts on PSU 1.  What failed?  (Assume 3 phase power),Failed PSU's,Tripped RDU circuit breaker,Tripped PDU circuit breaker,Failed RDU,Failed PDU,Failed UPS,,,xAPgWAM3mN,z0JKoaqaNv,WrozpUICNb,MIUcjCvIJP,ygKSelkOlb,EX4vcflp1c,2jpka1oHBW,PRB87PRFvd,False,False,False,True,False,False,False,False,Facilities
73,A network command-line utility in MS Windows that racks and displays the route taken by IPv4 packets on their way to another host is called:,Ping,Traceroute,Nslookup,Tracert,,,,,TE3bAhJW4Q,b1fkNRnxTv,NnGu6apzth,lrQUVolxfC,K1d56K1p9O,pIxrhG9IgA,2jCWETkuzz,F1rqVXjMzv,False,False,False,True,False,False,False,False,Troubleshooting
74,Which of the following would you type into your browser address bar to access a Windows server's Open Manage web interface?,https://OMSA.hostname ,https://OMSA.hostname ,https://hostname:1311 ,https://hostname:1311 ,,,,,iE569rUNhj,iTlyYlYKZd,rST1Q2PCYU,xmMj7Q8DYV,K91xrzoocH,8PjhKzVdph,MrZxW6hcCh,nvVdCs3wJq,False,False,True,False,False,False,False,False,Troubleshooting
75,When is it acceptable to unplug the power connection to a production system?,As part of a change order that covers removing the power,When there is dual corded power available to the server/chassis and both lights are green.,Never.,Anytime - GoDaddy systems and services are designed to prevent any downtime due to a server powering off.,,,,,EPGksvPl7a,c5w9AIsxcA,HzlBWXciPE,RLbjeawYbn,gc0UxXGgfT,UP9nOfEfyE,sGFCtA3n4z,mDvZuFAAd9,True,False,False,False,False,False,False,False,Policy
76,What is the correct way to power down a server for a RAM upgrade?,Run a graceful shutdown,Hold the power button,Unplug the PDU's,Have server owner shutoff device,,,,,cgRyZa26Wo,ckXcPJkZSS,5jdT4aeOET,CDsGLlgDxA,WGM9gdgrKZ,D0ZT83c8FZ,6mBdVI2rAD,DRCr7xHfNZ,False,False,False,True,False,False,False,False,Policy
